countryBarbados                4.152e-03  6.688e-02   0.062 0.950500    
countryBelarus                 4.207e-03  3.574e-02   0.118 0.906281    
countryBelgium                 9.834e-04  1.303e-02   0.075 0.939837    
countryBelize                 -2.823e-03  6.688e-02  -0.042 0.966327    
countryBenin                   5.961e-03  8.165e-02   0.073 0.941799    
countryBermuda                -3.623e-03  5.809e-02  -0.062 0.950266    
countryBhutan                  2.545e-03  1.151e-01   0.022 0.982364    
countryBolivia                 2.027e-01  5.210e-02   3.890 0.000100 ***
countryBosnia & Herzegovina    4.485e-03  2.923e-02   0.153 0.878036    
countryBotswana                2.974e-03  5.210e-02   0.057 0.954470    
countryBrazil                 -2.096e-04  1.089e-02  -0.019 0.984640    
countryBritish Virgin Islands  1.690e-03  1.151e-01   0.015 0.988291    
countryBrunei                  1.069e-03  4.155e-02   0.026 0.979473    
countryBulgaria                1.381e-02  1.529e-02   0.903 0.366374    
countryCambodia                2.372e-03  1.518e-02   0.156 0.875803    
countryCameroon                1.628e-03  6.687e-02   0.024 0.980576    
countryCanada                  8.140e-04  1.035e-02   0.079 0.937335    
countryCape Verde              2.169e-03  8.165e-02   0.027 0.978802    
countryCayman Islands          8.767e-02  3.577e-02   2.451 0.014246 *  
countryChile                   1.899e-03  2.215e-02   0.086 0.931674    
countryChina                   2.130e-03  1.195e-02   0.178 0.858461    
countryColombia                2.740e-03  1.688e-02   0.162 0.871022    
countryCongo - Brazzaville    -2.427e-03  8.166e-02  -0.030 0.976285    
countryCosta Rica              3.398e-03  2.848e-02   0.119 0.905029    
countryCôte d’Ivoire           1.206e-03  4.770e-02   0.025 0.979833    
countryCroatia                 2.021e-03  1.785e-02   0.113 0.909831    
countryCuba                    3.592e-03  5.808e-02   0.062 0.950680    
countryCuraçao                 5.961e-03  8.165e-02   0.073 0.941799    
countryCyprus                  5.789e-04  1.669e-02   0.035 0.972336    
countryCzechia                 6.099e-03  1.245e-02   0.490 0.624341    
countryDenmark                 9.152e-04  1.367e-02   0.067 0.946622    
countryDominican Republic     -2.131e-03  1.964e-02  -0.109 0.913599    
countryEcuador                 1.843e-03  3.431e-02   0.054 0.957147    
countryEgypt                   1.278e-02  1.496e-02   0.854 0.393015    
countryEl Salvador             2.992e-03  4.429e-02   0.068 0.946148    
countryEstonia                 1.571e-03  2.021e-02   0.078 0.938028    
countryEswatini                6.732e-03  1.151e-01   0.058 0.953369    
countryEthiopia                2.129e-03  3.431e-02   0.062 0.950527    
countryFaroe Islands           1.061e-03  8.165e-02   0.013 0.989630    
countryFiji                   -3.215e-04  8.165e-02  -0.004 0.996858    
countryFinland                 2.951e-04  1.438e-02   0.021 0.983629    
countryFrance                  5.048e-03  1.048e-02   0.482 0.630012    
countryGambia                  4.037e-01  5.210e-02   7.749 9.40e-15 ***
countryGeorgia                 1.695e-03  3.194e-02   0.053 0.957679    
countryGermany                 3.802e-03  1.018e-02   0.374 0.708707    
countryGhana                   2.694e-03  2.063e-02   0.131 0.896130    
countryGibraltar               1.794e-03  1.151e-01   0.016 0.987567    
countryGreece                 -2.209e-03  1.045e-02  -0.211 0.832588    
countryGuadeloupe              1.623e-03  8.167e-02   0.020 0.984144    
countryGuam                    1.104e-03  6.688e-02   0.017 0.986831    
countryGuatemala               9.340e-04  2.848e-02   0.033 0.973838    
countryGuernsey                3.458e-03  5.808e-02   0.060 0.952518    
countryGuyana                 -4.544e-03  8.168e-02  -0.056 0.955633    
countryHaiti                   4.845e-03  1.151e-01   0.042 0.966431    
countryHonduras                3.071e-03  5.210e-02   0.059 0.952987    
countryHong Kong               2.173e-03  1.367e-02   0.159 0.873731    
countryHungary                 1.930e-03  1.349e-02   0.143 0.886181    
countryIceland                 2.699e-02  1.611e-02   1.675 0.093965 .  
countryIndia                   5.656e-03  9.902e-03   0.571 0.567874    
countryIndonesia               1.012e-03  1.216e-02   0.083 0.933694    
countryIran                    1.901e-03  2.001e-02   0.095 0.924312    
countryIraq                    2.662e-03  3.194e-02   0.083 0.933565    
countryIreland                 8.267e-03  1.029e-02   0.803 0.421904    
countryIsle of Man             6.732e-03  1.151e-01   0.058 0.953369    
countryIsrael                  2.046e-03  1.329e-02   0.154 0.877610    
countryItaly                   5.673e-04  1.072e-02   0.053 0.957801    
countryJamaica                -2.612e-04  3.573e-02  -0.007 0.994168    
countryJapan                   1.242e-03  1.337e-02   0.093 0.925963    
countryJersey                 -2.320e-03  1.811e-02  -0.128 0.898031    
countryJordan                  1.560e-03  2.658e-02   0.059 0.953178    
countryKazakhstan              1.859e-03  3.004e-02   0.062 0.950651    
countryKenya                   2.617e-03  1.643e-02   0.159 0.873473    
countryKosovo                  3.237e-03  2.658e-02   0.122 0.903073    
countryKuwait                 -2.458e-03  1.730e-02  -0.142 0.887027    
countryKyrgyzstan              5.844e-03  1.151e-01   0.051 0.959515    
countryLaos                    2.634e-04  4.770e-02   0.006 0.995595    
countryLatvia                  3.410e-05  2.276e-02   0.001 0.998805    
countryLebanon                 1.239e-03  2.276e-02   0.054 0.956597    
countryLesotho                 1.794e-03  1.151e-01   0.016 0.987567    
countryLibya                   2.077e-03  4.770e-02   0.044 0.965273    
countryLithuania               1.560e-03  1.588e-02   0.098 0.921784    
countryLuxembourg              2.671e-04  2.780e-02   0.010 0.992332    
countryMacao                   5.849e-04  3.094e-02   0.019 0.984920    
countryMadagascar             -2.418e-03  5.809e-02  -0.042 0.966791    
countryMalawi                  1.082e-03  5.808e-02   0.019 0.985141    
countryMalaysia                1.143e-03  1.235e-02   0.093 0.926244    
countryMaldives                3.695e-03  8.165e-02   0.045 0.963904    
countryMalta                   1.407e-03  2.063e-02   0.068 0.945650    
countryMauritania              4.387e-03  6.687e-02   0.066 0.947693    
countryMauritius               2.852e-03  2.658e-02   0.107 0.914536    
countryMexico                 -2.003e-03  1.257e-02  -0.159 0.873394    
countryMoldova                 2.526e-03  3.094e-02   0.082 0.934938    
countryMonaco                 -4.225e-04  1.151e-01  -0.004 0.997072    
countryMongolia                2.383e-03  3.573e-02   0.067 0.946823    
countryMontenegro             -1.390e-03  3.928e-02  -0.035 0.971767    
countryMorocco                 1.527e-03  2.187e-02   0.070 0.944321    
countryMozambique             -2.863e-04  3.929e-02  -0.007 0.994187    
countryMyanmar (Burma)         6.493e-04  2.922e-02   0.022 0.982273    
countryNamibia                 1.728e-03  3.738e-02   0.046 0.963120    
countryNepal                   3.352e-03  2.420e-02   0.138 0.889868    
countryNetherlands            -7.802e-05  1.041e-02  -0.007 0.994021    
countryNew Zealand             9.646e-03  1.346e-02   0.717 0.473482    
countryNicaragua               7.533e-04  6.687e-02   0.011 0.991012    
countryNigeria                 5.908e-03  1.185e-02   0.498 0.618182    
countryNorth Macedonia         3.271e-03  2.923e-02   0.112 0.910890    
countryNorway                  7.505e-03  1.296e-02   0.579 0.562555    
countryOman                    3.723e-03  3.194e-02   0.117 0.907219    
countryPakistan                7.989e-03  1.260e-02   0.634 0.526108    
countryPalestine               3.574e-04  3.737e-02   0.010 0.992370    
countryPanama                 -9.449e-04  4.770e-02  -0.020 0.984196    
countryPapua New Guinea        3.320e-03  8.165e-02   0.041 0.967570    
countryParaguay                1.772e-03  5.210e-02   0.034 0.972874    
countryPeru                    2.408e-03  1.513e-02   0.159 0.873531    
countryPhilippines             2.126e-03  1.151e-02   0.185 0.853427    
countryPoland                  3.862e-03  1.033e-02   0.374 0.708574    
countryPortugal                4.773e-04  1.260e-02   0.038 0.969787    
countryPuerto Rico             2.078e-03  3.305e-02   0.063 0.949880    
countryQatar                   1.294e-03  2.344e-02   0.055 0.955979    
countryRéunion                -3.473e-03  1.151e-01  -0.030 0.975937    
countryRomania                 7.494e-03  1.340e-02   0.559 0.575964    
countryRussia                  1.276e-03  1.374e-02   0.093 0.926024    
countryRwanda                  1.567e-03  3.928e-02   0.040 0.968172    
countrySamoa                   3.222e-03  8.165e-02   0.039 0.968525    
countrySan Marino              6.966e-03  1.151e-01   0.061 0.951754    
countrySaudi Arabia            1.220e-03  1.461e-02   0.084 0.933414    
countrySenegal                -4.225e-04  1.151e-01  -0.004 0.997072    
countrySerbia                  1.631e-03  1.823e-02   0.089 0.928720    
countrySeychelles              2.081e-03  1.151e-01   0.018 0.985578    
countrySingapore               1.469e-03  1.294e-02   0.114 0.909576    
countrySlovakia                1.320e-04  1.929e-02   0.007 0.994538    
countrySlovenia               -3.741e-04  2.245e-02  -0.017 0.986708    
countrySomalia                 3.608e-03  6.687e-02   0.054 0.956963    
countrySouth Africa            3.520e-03  1.104e-02   0.319 0.749852    
countrySouth Korea             2.159e-03  1.074e-02   0.201 0.840744    
countrySpain                   5.994e-03  1.022e-02   0.587 0.557533    
countrySri Lanka               2.691e-03  2.063e-02   0.130 0.896255    
countrySudan                   3.751e-03  8.165e-02   0.046 0.963361    
countrySuriname                6.966e-03  1.151e-01   0.061 0.951754    
countrySweden                  3.978e-03  1.133e-02   0.351 0.725428    
countrySwitzerland             1.353e-03  1.278e-02   0.106 0.915721    
countrySyria                   3.222e-03  5.210e-02   0.062 0.950680    
countryTaiwan                  1.059e-03  1.837e-02   0.058 0.954040    
countryTanzania                2.283e-03  2.922e-02   0.078 0.937728    
countryThailand                1.566e-03  1.480e-02   0.106 0.915737    
countryTogo                   -1.055e-03  6.687e-02  -0.016 0.987407    
countryTrinidad & Tobago       4.090e-03  4.429e-02   0.092 0.926422    
countryTunisia                 1.552e-03  3.004e-02   0.052 0.958784    
countryTurkey                  5.874e-03  1.259e-02   0.467 0.640678    
countryTurkmenistan            6.732e-03  1.151e-01   0.058 0.953369    
countryTurks & Caicos Islands -2.286e-03  8.167e-02  -0.028 0.977665    
countryUganda                 -2.183e-03  2.064e-02  -0.106 0.915763    
countryUkraine                 6.308e-03  1.238e-02   0.509 0.610479    
countryUnited Arab Emirates    9.968e-04  1.308e-02   0.076 0.939250    
countryUnited Kingdom          9.893e-03  9.038e-03   1.095 0.273710    
countryUnited States          -2.133e-03  9.412e-03  -0.227 0.820726    
countryUruguay                 4.483e-03  4.770e-02   0.094 0.925125    
countryUzbekistan              4.934e-03  4.770e-02   0.103 0.917620    
countryVenezuela               3.564e-03  2.086e-02   0.171 0.864362    
countryVietnam                 2.323e-03  1.381e-02   0.168 0.866386    
countryYemen                   5.841e-03  5.808e-02   0.101 0.919890    
countryZambia                 -2.485e-03  2.002e-02  -0.124 0.901225    
countryZimbabwe                2.758e-03  3.004e-02   0.092 0.926845    
month02:goal3Completions       5.971e-02  1.025e-02   5.826 5.71e-09 ***
month03:goal3Completions       1.744e-01  9.112e-03  19.145  < 2e-16 ***
month04:goal3Completions       9.909e-04  1.056e-02   0.094 0.925246    
month05:goal3Completions       4.835e-02  1.057e-02   4.574 4.79e-06 ***
month06:goal3Completions      -8.892e-03  8.429e-03  -1.055 0.291488    
month07:goal3Completions       6.866e-02  1.072e-02   6.405 1.52e-10 ***
month08:goal3Completions       3.678e-02  1.067e-02   3.449 0.000564 ***
 [ reached getOption(\"max.print\") -- omitted 4 rows ]
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 0.1148 on 55484 degrees of freedom
Multiple R-squared:  0.05711,	Adjusted R-squared:  0.05366 
F-statistic: 16.55 on 203 and 55484 DF,  p-value: < 2.2e-16
"
