date,month,year,dayofWeekName,day,goal9Completions,sessions,goal3Completions,goal5Completions,goal12Completions
2016-02-10,02,2016,Wednesday,10,3,188,0,0,0
2016-02-11,02,2016,Thursday,11,2,446,3,1,8
2016-02-12,02,2016,Friday,12,1,210,7,2,3
2016-02-13,02,2016,Saturday,13,3,302,1,0,4
2016-02-14,02,2016,Sunday,14,2,135,0,0,0
2016-02-15,02,2016,Monday,15,0,108,0,0,0
2016-02-16,02,2016,Tuesday,16,0,268,1,2,3
2016-02-17,02,2016,Wednesday,17,2,371,8,12,7
2016-02-18,02,2016,Thursday,18,1,165,0,4,3
2016-02-19,02,2016,Friday,19,0,388,1,0,2
2016-02-20,02,2016,Saturday,20,2,607,2,0,1
2016-02-21,02,2016,Sunday,21,1,266,3,3,3
2016-02-22,02,2016,Monday,22,2,187,3,5,0
2016-02-23,02,2016,Tuesday,23,2,425,7,0,2
2016-02-24,02,2016,Wednesday,24,1,183,0,1,2
2016-02-25,02,2016,Thursday,25,1,83,1,0,0
2016-02-26,02,2016,Friday,26,1,324,5,2,6
2016-02-27,02,2016,Saturday,27,1,338,4,2,3
2016-02-28,02,2016,Sunday,28,1,69,0,0,1
2016-02-29,02,2016,Monday,29,1,227,1,0,1
2016-03-01,03,2016,Tuesday,01,0,177,0,0,0
2016-03-02,03,2016,Wednesday,02,1,139,0,1,0
2016-03-03,03,2016,Thursday,03,0,131,0,0,0
2016-03-04,03,2016,Friday,04,1,129,0,0,1
2016-03-05,03,2016,Saturday,05,2,265,6,0,0
2016-03-06,03,2016,Sunday,06,3,391,3,4,2
2016-03-07,03,2016,Monday,07,2,271,0,0,1
2016-03-08,03,2016,Tuesday,08,2,255,0,0,0
2016-03-09,03,2016,Wednesday,09,0,130,0,0,0
2016-03-10,03,2016,Thursday,10,0,199,0,1,1
2016-03-11,03,2016,Friday,11,1,240,0,0,2
2016-03-12,03,2016,Saturday,12,0,208,1,2,1
2016-03-13,03,2016,Sunday,13,0,223,0,0,0
2016-03-14,03,2016,Monday,14,0,173,1,0,0
2016-03-15,03,2016,Tuesday,15,0,357,1,2,2
2016-03-16,03,2016,Wednesday,16,0,238,6,3,2
2016-03-17,03,2016,Thursday,17,2,348,0,0,0
2016-03-18,03,2016,Friday,18,0,347,0,0,3
2016-03-19,03,2016,Saturday,19,0,256,0,0,1
2016-03-20,03,2016,Sunday,20,1,268,0,0,1
2016-03-21,03,2016,Monday,21,3,422,6,1,2
2016-03-22,03,2016,Tuesday,22,1,238,3,1,0
2016-03-23,03,2016,Wednesday,23,2,214,0,0,1
2016-03-24,03,2016,Thursday,24,2,333,2,0,3
2016-03-25,03,2016,Friday,25,0,185,0,0,1
2016-03-26,03,2016,Saturday,26,1,108,0,0,0
2016-03-27,03,2016,Sunday,27,0,192,0,0,3
2016-03-28,03,2016,Monday,28,1,258,1,0,2
2016-03-29,03,2016,Tuesday,29,1,328,0,0,3
2016-03-30,03,2016,Wednesday,30,4,489,0,4,3
2016-03-31,03,2016,Thursday,31,1,293,0,0,3
2016-04-01,04,2016,Friday,01,0,282,0,0,0
2016-04-02,04,2016,Saturday,02,0,444,8,0,0
2016-04-03,04,2016,Sunday,03,2,472,2,2,3
2016-04-04,04,2016,Monday,04,0,290,2,0,2
2016-04-05,04,2016,Tuesday,05,0,209,0,0,0
2016-04-06,04,2016,Wednesday,06,4,201,2,1,4
2016-04-07,04,2016,Thursday,07,2,224,1,1,1
2016-04-08,04,2016,Friday,08,1,239,0,0,1
2016-04-09,04,2016,Saturday,09,1,355,2,0,0
2016-04-10,04,2016,Sunday,10,0,332,4,0,0
2016-04-11,04,2016,Monday,11,2,320,3,0,0
2016-04-12,04,2016,Tuesday,12,0,300,1,1,3
2016-04-13,04,2016,Wednesday,13,2,214,0,0,0
2016-04-14,04,2016,Thursday,14,0,239,6,1,2
2016-04-15,04,2016,Friday,15,1,236,0,0,0
2016-04-16,04,2016,Saturday,16,0,169,5,3,4
2016-04-17,04,2016,Sunday,17,1,237,7,2,1
2016-04-18,04,2016,Monday,18,1,245,0,0,2
2016-04-19,04,2016,Tuesday,19,0,299,3,0,0
2016-04-20,04,2016,Wednesday,20,3,313,2,7,3
2016-04-21,04,2016,Thursday,21,0,198,0,2,1
2016-04-22,04,2016,Friday,22,0,348,0,0,3
2016-04-23,04,2016,Saturday,23,1,306,0,0,0
2016-04-24,04,2016,Sunday,24,0,205,0,0,1
2016-04-25,04,2016,Monday,25,0,92,0,0,0
2016-04-26,04,2016,Tuesday,26,1,557,1,3,3
2016-04-27,04,2016,Wednesday,27,0,281,0,0,1
2016-04-28,04,2016,Thursday,28,0,263,0,1,0
2016-04-29,04,2016,Friday,29,0,149,0,0,0
2016-04-30,04,2016,Saturday,30,1,300,0,3,3
2016-05-01,05,2016,Sunday,01,2,327,0,0,1
2016-05-02,05,2016,Monday,02,1,366,0,0,0
2016-05-03,05,2016,Tuesday,03,3,386,2,0,6
2016-05-04,05,2016,Wednesday,04,3,223,0,2,2
2016-05-05,05,2016,Thursday,05,3,223,1,1,1
2016-05-06,05,2016,Friday,06,1,397,0,0,0
2016-05-07,05,2016,Saturday,07,2,437,1,8,6
2016-05-08,05,2016,Sunday,08,2,291,2,2,2
2016-05-09,05,2016,Monday,09,0,187,0,0,4
2016-05-10,05,2016,Tuesday,10,2,277,4,0,0
2016-05-11,05,2016,Wednesday,11,0,397,2,0,2
2016-05-12,05,2016,Thursday,12,1,266,0,0,1
2016-05-13,05,2016,Friday,13,0,112,0,0,0
2016-05-14,05,2016,Saturday,14,0,189,0,0,0
2016-05-15,05,2016,Sunday,15,0,244,4,0,0
2016-05-16,05,2016,Monday,16,1,292,0,0,0
2016-05-17,05,2016,Tuesday,17,0,99,0,0,0
2016-05-18,05,2016,Wednesday,18,2,364,1,0,0
2016-05-19,05,2016,Thursday,19,6,327,3,4,6
2016-05-20,05,2016,Friday,20,1,228,0,0,0
2016-05-21,05,2016,Saturday,21,0,442,3,3,4
2016-05-22,05,2016,Sunday,22,1,329,0,0,1
2016-05-23,05,2016,Monday,23,1,146,0,0,0
2016-05-24,05,2016,Tuesday,24,1,381,5,6,3
2016-05-25,05,2016,Wednesday,25,0,282,0,0,1
2016-05-26,05,2016,Thursday,26,0,152,0,0,2
2016-05-27,05,2016,Friday,27,4,295,0,0,0
2016-05-28,05,2016,Saturday,28,0,143,0,0,0
2016-05-29,05,2016,Sunday,29,1,247,0,0,3
2016-05-30,05,2016,Monday,30,0,225,0,0,0
2016-05-31,05,2016,Tuesday,31,0,192,1,0,0
2016-06-01,06,2016,Wednesday,01,1,366,0,2,0
2016-06-02,06,2016,Thursday,02,1,240,3,1,1
2016-06-03,06,2016,Friday,03,1,341,0,0,0
2016-06-04,06,2016,Saturday,04,0,267,2,3,3
2016-06-05,06,2016,Sunday,05,3,298,4,6,3
2016-06-06,06,2016,Monday,06,2,413,0,0,1
2016-06-07,06,2016,Tuesday,07,0,144,0,0,1
2016-06-08,06,2016,Wednesday,08,1,247,2,2,6
2016-06-09,06,2016,Thursday,09,1,259,0,0,1
2016-06-10,06,2016,Friday,10,3,277,2,3,1
2016-06-11,06,2016,Saturday,11,1,251,3,2,1
2016-06-12,06,2016,Sunday,12,0,238,0,0,4
2016-06-13,06,2016,Monday,13,2,407,1,0,4
2016-06-14,06,2016,Tuesday,14,1,287,2,3,2
2016-06-15,06,2016,Wednesday,15,2,347,2,4,1
2016-06-16,06,2016,Thursday,16,1,290,0,0,3
2016-06-17,06,2016,Friday,17,1,390,8,7,8
2016-06-18,06,2016,Saturday,18,0,311,0,3,0
2016-06-19,06,2016,Sunday,19,0,319,1,1,2
2016-06-20,06,2016,Monday,20,3,117,0,0,0
2016-06-21,06,2016,Tuesday,21,0,117,0,0,1
2016-06-22,06,2016,Wednesday,22,0,148,0,0,0
2016-06-23,06,2016,Thursday,23,4,497,1,0,6
2016-06-24,06,2016,Friday,24,0,162,6,0,2
2016-06-25,06,2016,Saturday,25,0,377,3,1,1
2016-06-26,06,2016,Sunday,26,1,309,3,0,0
2016-06-27,06,2016,Monday,27,1,295,0,0,5
2016-06-28,06,2016,Tuesday,28,2,366,0,2,5
2016-06-29,06,2016,Wednesday,29,2,320,0,0,3
2016-06-30,06,2016,Thursday,30,0,252,4,0,0
2016-07-01,07,2016,Friday,01,0,269,0,1,1
2016-07-02,07,2016,Saturday,02,1,116,0,0,0
2016-07-03,07,2016,Sunday,03,1,183,0,0,0
2016-07-04,07,2016,Monday,04,0,229,0,0,0
2016-07-05,07,2016,Tuesday,05,1,266,0,0,4
2016-07-06,07,2016,Wednesday,06,2,210,0,0,1
2016-07-07,07,2016,Thursday,07,1,339,1,3,3
2016-07-08,07,2016,Friday,08,2,532,0,1,2
2016-07-09,07,2016,Saturday,09,0,263,0,3,2
2016-07-10,07,2016,Sunday,10,2,140,0,0,1
2016-07-11,07,2016,Monday,11,0,419,2,0,1
2016-07-12,07,2016,Tuesday,12,3,590,2,3,7
2016-07-13,07,2016,Wednesday,13,3,342,3,7,4
2016-07-14,07,2016,Thursday,14,1,248,2,5,1
2016-07-15,07,2016,Friday,15,0,239,3,0,0
2016-07-16,07,2016,Saturday,16,0,525,2,2,5
2016-07-17,07,2016,Sunday,17,1,468,0,1,3
2016-07-18,07,2016,Monday,18,0,161,1,1,4
2016-07-19,07,2016,Tuesday,19,0,233,0,1,1
2016-07-20,07,2016,Wednesday,20,0,344,3,0,1
2016-07-21,07,2016,Thursday,21,0,432,4,4,3
2016-07-22,07,2016,Friday,22,1,318,5,2,0
2016-07-23,07,2016,Saturday,23,0,220,0,0,0
2016-07-24,07,2016,Sunday,24,2,455,3,3,3
2016-07-25,07,2016,Monday,25,0,136,2,1,0
2016-07-26,07,2016,Tuesday,26,2,371,5,5,1
2016-07-27,07,2016,Wednesday,27,0,259,2,0,0
2016-07-28,07,2016,Thursday,28,2,208,0,0,1
2016-07-29,07,2016,Friday,29,2,375,6,2,4
2016-07-30,07,2016,Saturday,30,4,216,0,3,3
2016-07-31,07,2016,Sunday,31,0,299,1,1,3
2016-08-01,08,2016,Monday,01,1,305,2,1,3
2016-08-02,08,2016,Tuesday,02,4,205,7,0,0
2016-08-03,08,2016,Wednesday,03,2,94,0,0,1
2016-08-04,08,2016,Thursday,04,0,183,1,0,2
2016-08-05,08,2016,Friday,05,4,349,6,6,3
2016-08-06,08,2016,Saturday,06,2,280,2,0,2
2016-08-07,08,2016,Sunday,07,1,305,0,5,1
2016-08-08,08,2016,Monday,08,0,220,0,0,2
2016-08-09,08,2016,Tuesday,09,0,251,0,1,0
2016-08-10,08,2016,Wednesday,10,0,326,4,3,2
2016-08-11,08,2016,Thursday,11,1,280,2,0,0
2016-08-12,08,2016,Friday,12,2,140,0,0,2
2016-08-13,08,2016,Saturday,13,2,253,0,0,0
2016-08-14,08,2016,Sunday,14,0,215,0,0,1
2016-08-15,08,2016,Monday,15,0,233,0,0,1
2016-08-16,08,2016,Tuesday,16,0,276,4,4,3
2016-08-17,08,2016,Wednesday,17,2,217,0,0,2
2016-08-18,08,2016,Thursday,18,0,165,1,0,0
2016-08-19,08,2016,Friday,19,3,271,0,2,1
2016-08-20,08,2016,Saturday,20,3,117,0,0,0
2016-08-21,08,2016,Sunday,21,0,253,0,0,0
2016-08-22,08,2016,Monday,22,1,258,0,1,2
2016-08-23,08,2016,Tuesday,23,6,452,6,3,2
2016-08-24,08,2016,Wednesday,24,2,439,2,4,3
2016-08-25,08,2016,Thursday,25,2,208,0,0,2
2016-08-26,08,2016,Friday,26,0,219,5,0,0
2016-08-27,08,2016,Saturday,27,0,301,0,0,1
2016-08-28,08,2016,Sunday,28,0,292,0,0,0
2016-08-29,08,2016,Monday,29,1,256,1,5,1
2016-08-30,08,2016,Tuesday,30,3,335,1,4,4
2016-08-31,08,2016,Wednesday,31,1,341,1,3,1
2016-09-01,09,2016,Thursday,01,0,178,1,3,1
2016-09-02,09,2016,Friday,02,1,136,0,0,0
2016-09-03,09,2016,Saturday,03,0,283,2,0,0
2016-09-04,09,2016,Sunday,04,0,357,3,0,0
2016-09-05,09,2016,Monday,05,2,477,0,2,2
2016-09-06,09,2016,Tuesday,06,1,296,1,0,0
2016-09-07,09,2016,Wednesday,07,0,222,0,0,2
2016-09-08,09,2016,Thursday,08,1,345,0,0,0
2016-09-09,09,2016,Friday,09,1,488,1,4,8
2016-09-10,09,2016,Saturday,10,0,148,0,0,0
2016-09-11,09,2016,Sunday,11,3,674,4,3,2
2016-09-12,09,2016,Monday,12,0,233,1,4,3
2016-09-13,09,2016,Tuesday,13,3,349,4,9,2
2016-09-14,09,2016,Wednesday,14,1,575,1,3,3
2016-09-15,09,2016,Thursday,15,0,164,0,0,0
2016-09-16,09,2016,Friday,16,2,310,8,2,7
2016-09-17,09,2016,Saturday,17,2,173,0,0,1
2016-09-18,09,2016,Sunday,18,0,188,3,1,5
2016-09-19,09,2016,Monday,19,0,198,0,0,2
2016-09-20,09,2016,Tuesday,20,0,143,0,1,3
2016-09-21,09,2016,Wednesday,21,1,323,0,0,2
2016-09-22,09,2016,Thursday,22,0,457,0,0,0
2016-09-23,09,2016,Friday,23,0,233,0,1,2
2016-09-24,09,2016,Saturday,24,0,122,2,4,1
2016-09-25,09,2016,Sunday,25,3,295,5,1,1
2016-09-26,09,2016,Monday,26,0,219,0,0,0
2016-09-27,09,2016,Tuesday,27,0,168,0,0,1
2016-09-28,09,2016,Wednesday,28,0,311,2,0,0
2016-09-29,09,2016,Thursday,29,0,272,0,0,2
2016-09-30,09,2016,Friday,30,2,375,8,5,7
2016-10-01,10,2016,Saturday,01,2,262,0,0,1
2016-10-02,10,2016,Sunday,02,0,314,6,0,0
2016-10-03,10,2016,Monday,03,1,426,1,4,2
2016-10-04,10,2016,Tuesday,04,2,295,2,3,3
2016-10-05,10,2016,Wednesday,05,1,212,1,0,0
2016-10-06,10,2016,Thursday,06,1,125,1,0,1
2016-10-07,10,2016,Friday,07,0,222,0,0,4
2016-10-08,10,2016,Saturday,08,1,283,1,2,6
2016-10-09,10,2016,Sunday,09,1,292,0,0,1
2016-10-10,10,2016,Monday,10,0,276,1,0,2
2016-10-11,10,2016,Tuesday,11,1,244,1,0,2
2016-10-12,10,2016,Wednesday,12,0,298,3,0,0
2016-10-13,10,2016,Thursday,13,1,293,0,0,4
2016-10-14,10,2016,Friday,14,1,182,1,1,0
2016-10-15,10,2016,Saturday,15,0,429,0,0,2
2016-10-16,10,2016,Sunday,16,0,269,0,1,1
2016-10-17,10,2016,Monday,17,0,223,0,0,2
2016-10-18,10,2016,Tuesday,18,1,305,1,1,4
2016-10-19,10,2016,Wednesday,19,0,240,1,0,1
2016-10-20,10,2016,Thursday,20,1,387,1,1,7
2016-10-21,10,2016,Friday,21,2,291,0,0,3
2016-10-22,10,2016,Saturday,22,3,329,1,0,6
2016-10-23,10,2016,Sunday,23,1,259,0,0,2
2016-10-24,10,2016,Monday,24,0,367,2,1,1
2016-10-25,10,2016,Tuesday,25,1,298,2,3,1
2016-10-26,10,2016,Wednesday,26,4,540,1,0,4
2016-10-27,10,2016,Thursday,27,1,251,0,7,0
2016-10-28,10,2016,Friday,28,2,223,0,0,0
2016-10-29,10,2016,Saturday,29,0,435,5,4,1
2016-10-30,10,2016,Sunday,30,2,350,2,2,0
2016-10-31,10,2016,Monday,31,0,149,0,0,0
2016-11-01,11,2016,Tuesday,01,0,144,0,0,3
2016-11-02,11,2016,Wednesday,02,2,397,3,4,4
2016-11-03,11,2016,Thursday,03,5,330,0,0,1
2016-11-04,11,2016,Friday,04,3,396,3,3,3
2016-11-05,11,2016,Saturday,05,1,83,0,0,1
2016-11-06,11,2016,Sunday,06,0,177,0,0,0
2016-11-07,11,2016,Monday,07,1,425,0,5,3
2016-11-08,11,2016,Tuesday,08,0,192,0,0,1
2016-11-09,11,2016,Wednesday,09,0,419,3,0,1
2016-11-10,11,2016,Thursday,10,0,94,0,0,1
2016-11-11,11,2016,Friday,11,2,362,0,2,7
2016-11-12,11,2016,Saturday,12,0,206,0,0,0
2016-11-13,11,2016,Sunday,13,0,344,4,2,2
2016-11-14,11,2016,Monday,14,1,256,1,4,2
2016-11-15,11,2016,Tuesday,15,1,138,3,4,1
2016-11-16,11,2016,Wednesday,16,1,313,5,2,2
2016-11-17,11,2016,Thursday,17,1,297,1,0,3
2016-11-18,11,2016,Friday,18,0,150,0,1,0
2016-11-19,11,2016,Saturday,19,1,292,0,0,3
2016-11-20,11,2016,Sunday,20,1,308,4,0,0
2016-11-21,11,2016,Monday,21,1,298,3,6,5
2016-11-22,11,2016,Tuesday,22,0,283,3,2,2
2016-11-23,11,2016,Wednesday,23,1,84,0,0,0
2016-11-24,11,2016,Thursday,24,3,248,0,0,1
2016-11-25,11,2016,Friday,25,7,502,1,0,1
2016-11-26,11,2016,Saturday,26,1,235,0,0,0
2016-11-27,11,2016,Sunday,27,1,235,1,2,2
2016-11-28,11,2016,Monday,28,1,283,0,0,3
2016-11-29,11,2016,Tuesday,29,1,349,1,0,0
2016-11-30,11,2016,Wednesday,30,0,464,2,0,1
2016-12-01,12,2016,Thursday,01,1,147,1,0,0
2016-12-02,12,2016,Friday,02,0,182,0,0,4
2016-12-03,12,2016,Saturday,03,2,327,0,3,4
2016-12-04,12,2016,Sunday,04,0,397,4,0,0
2016-12-05,12,2016,Monday,05,0,325,0,1,5
2016-12-06,12,2016,Tuesday,06,1,90,0,0,2
2016-12-07,12,2016,Wednesday,07,3,336,5,2,3
2016-12-08,12,2016,Thursday,08,0,233,0,0,0
2016-12-09,12,2016,Friday,09,1,390,0,0,3
2016-12-10,12,2016,Saturday,10,1,251,3,0,0
2016-12-11,12,2016,Sunday,11,1,318,3,3,2
2016-12-12,12,2016,Monday,12,1,156,1,0,0
2016-12-13,12,2016,Tuesday,13,0,182,1,1,1
2016-12-14,12,2016,Wednesday,14,3,386,2,4,4
2016-12-15,12,2016,Thursday,15,1,318,4,1,2
2016-12-16,12,2016,Friday,16,2,271,0,2,2
2016-12-17,12,2016,Saturday,17,0,315,2,3,2
2016-12-18,12,2016,Sunday,18,2,245,0,0,3
2016-12-19,12,2016,Monday,19,0,329,0,3,0
2016-12-20,12,2016,Tuesday,20,1,235,3,0,0
2016-12-21,12,2016,Wednesday,21,0,402,3,2,4
2016-12-22,12,2016,Thursday,22,1,277,6,0,0
2016-12-23,12,2016,Friday,23,0,236,0,1,2
2016-12-24,12,2016,Saturday,24,1,575,2,0,5
2016-12-25,12,2016,Sunday,25,4,339,0,0,2
2016-12-26,12,2016,Monday,26,2,280,2,2,2
2016-12-27,12,2016,Tuesday,27,0,248,1,1,2
2016-12-28,12,2016,Wednesday,28,3,117,0,0,0
2016-12-29,12,2016,Thursday,29,3,277,0,0,0
2016-12-30,12,2016,Friday,30,1,354,7,2,2
2016-12-31,12,2016,Saturday,31,1,192,0,0,2
2017-01-01,01,2017,Sunday,01,1,252,0,0,3
2017-01-02,01,2017,Monday,02,1,173,0,1,0
2017-01-03,01,2017,Tuesday,03,2,169,4,6,1
2017-01-04,01,2017,Wednesday,04,1,210,0,0,1
2017-01-05,01,2017,Thursday,05,2,449,1,0,0
2017-01-06,01,2017,Friday,06,0,195,0,0,0
2017-01-07,01,2017,Saturday,07,0,217,0,0,0
2017-01-08,01,2017,Sunday,08,2,357,2,0,0
2017-01-09,01,2017,Monday,09,0,272,0,0,0
2017-01-10,01,2017,Tuesday,10,1,350,5,2,1
2017-01-11,01,2017,Wednesday,11,3,210,0,0,1
2017-01-12,01,2017,Thursday,12,2,190,0,0,0
2017-01-13,01,2017,Friday,13,1,294,6,0,5
2017-01-14,01,2017,Saturday,14,0,182,1,0,0
2017-01-15,01,2017,Sunday,15,3,157,0,0,2
2017-01-16,01,2017,Monday,16,0,152,0,1,2
2017-01-17,01,2017,Tuesday,17,1,299,3,3,2
2017-01-18,01,2017,Wednesday,18,3,288,5,0,0
2017-01-19,01,2017,Thursday,19,3,182,1,0,0
2017-01-20,01,2017,Friday,20,0,227,1,0,0
2017-01-21,01,2017,Saturday,21,1,182,0,0,2
2017-01-22,01,2017,Sunday,22,3,157,1,0,0
2017-01-23,01,2017,Monday,23,0,119,0,0,0
2017-01-24,01,2017,Tuesday,24,0,115,0,0,0
2017-01-25,01,2017,Wednesday,25,0,464,3,1,3
2017-01-26,01,2017,Thursday,26,0,237,1,0,1
2017-01-27,01,2017,Friday,27,4,412,4,0,0
2017-01-28,01,2017,Saturday,28,0,166,0,0,2
2017-01-29,01,2017,Sunday,29,4,424,6,3,2
2017-01-30,01,2017,Monday,30,2,277,6,5,5
2017-01-31,01,2017,Tuesday,31,0,339,0,3,5
2017-02-01,02,2017,Wednesday,01,1,211,0,0,0
2017-02-02,02,2017,Thursday,02,1,203,2,2,4
2017-02-03,02,2017,Friday,03,0,164,0,0,0
2017-02-04,02,2017,Saturday,04,0,278,6,3,1
2017-02-05,02,2017,Sunday,05,2,392,8,5,8
2017-02-06,02,2017,Monday,06,1,122,0,0,0
2017-02-07,02,2017,Tuesday,07,3,271,0,0,1
2017-02-08,02,2017,Wednesday,08,0,115,0,0,0
2017-02-09,02,2017,Thursday,09,0,208,1,0,1
2017-02-10,02,2017,Friday,10,3,223,0,2,0
2017-02-11,02,2017,Saturday,11,0,198,0,0,1
2017-02-12,02,2017,Sunday,12,1,369,0,0,2
2017-02-13,02,2017,Monday,13,0,311,2,2,2
2017-02-14,02,2017,Tuesday,14,2,455,1,1,6
2017-02-15,02,2017,Wednesday,15,0,344,4,2,2
2017-02-16,02,2017,Thursday,16,1,320,3,1,6
2017-02-17,02,2017,Friday,17,0,129,0,1,0
2017-02-18,02,2017,Saturday,18,0,222,0,0,2
2017-02-19,02,2017,Sunday,19,2,245,0,0,0
2017-02-20,02,2017,Monday,20,0,351,0,0,3
2017-02-21,02,2017,Tuesday,21,3,318,4,9,0
2017-02-22,02,2017,Wednesday,22,1,258,2,0,0
2017-02-23,02,2017,Thursday,23,1,315,4,3,2
2017-02-24,02,2017,Friday,24,2,178,1,1,0
2017-02-25,02,2017,Saturday,25,1,220,1,0,0
2017-02-26,02,2017,Sunday,26,4,397,1,0,4
2017-02-27,02,2017,Monday,27,1,151,3,0,2
2017-02-28,02,2017,Tuesday,28,2,240,0,0,0
2017-03-01,03,2017,Wednesday,01,0,240,1,0,0
2017-03-02,03,2017,Thursday,02,1,330,0,3,3
2017-03-03,03,2017,Friday,03,0,391,0,0,0
2017-03-04,03,2017,Saturday,04,0,150,0,0,1
2017-03-05,03,2017,Sunday,05,0,285,0,0,1
2017-03-06,03,2017,Monday,06,1,136,4,1,0
2017-03-07,03,2017,Tuesday,07,3,437,1,2,6
2017-03-08,03,2017,Wednesday,08,1,237,2,1,4
2017-03-09,03,2017,Thursday,09,1,541,0,0,1
2017-03-10,03,2017,Friday,10,2,329,1,0,3
2017-03-11,03,2017,Saturday,11,0,269,2,3,1
2017-03-12,03,2017,Sunday,12,0,271,0,0,0
2017-03-13,03,2017,Monday,13,0,250,4,0,0
2017-03-14,03,2017,Tuesday,14,0,159,0,0,3
2017-03-15,03,2017,Wednesday,15,0,252,4,2,2
2017-03-16,03,2017,Thursday,16,0,245,0,0,4
2017-03-17,03,2017,Friday,17,1,541,5,6,1
2017-03-18,03,2017,Saturday,18,0,309,3,3,1
2017-03-19,03,2017,Sunday,19,2,271,0,0,3
2017-03-20,03,2017,Monday,20,0,140,0,0,2
2017-03-21,03,2017,Tuesday,21,0,310,0,3,2
2017-03-22,03,2017,Wednesday,22,1,213,4,2,1
2017-03-23,03,2017,Thursday,23,0,365,2,2,2
2017-03-24,03,2017,Friday,24,1,283,3,0,0
2017-03-25,03,2017,Saturday,25,1,271,0,0,0
2017-03-26,03,2017,Sunday,26,2,224,0,1,1
2017-03-27,03,2017,Monday,27,0,163,0,0,1
2017-03-28,03,2017,Tuesday,28,2,299,1,0,3
2017-03-29,03,2017,Wednesday,29,1,314,2,2,2
2017-03-30,03,2017,Thursday,30,0,239,3,0,0
2017-03-31,03,2017,Friday,31,0,245,1,0,1
2017-04-01,04,2017,Saturday,01,0,195,0,0,0
2017-04-02,04,2017,Sunday,02,0,174,0,0,0
2017-04-03,04,2017,Monday,03,1,116,0,0,0
2017-04-04,04,2017,Tuesday,04,3,305,0,0,1
2017-04-05,04,2017,Wednesday,05,0,350,0,0,2
2017-04-06,04,2017,Thursday,06,1,383,7,5,3
2017-04-07,04,2017,Friday,07,1,445,0,2,3
2017-04-08,04,2017,Saturday,08,2,437,0,0,3
2017-04-09,04,2017,Sunday,09,1,148,0,0,3
2017-04-10,04,2017,Monday,10,5,364,1,3,1
2017-04-11,04,2017,Tuesday,11,1,128,0,1,1
2017-04-12,04,2017,Wednesday,12,1,378,4,4,1
2017-04-13,04,2017,Thursday,13,0,246,2,0,2
2017-04-14,04,2017,Friday,14,2,486,2,3,8
2017-04-15,04,2017,Saturday,15,3,537,0,1,2
2017-04-16,04,2017,Sunday,16,1,149,0,0,3
2017-04-17,04,2017,Monday,17,1,318,4,2,2
2017-04-18,04,2017,Tuesday,18,1,347,1,2,4
2017-04-19,04,2017,Wednesday,19,0,146,0,0,0
2017-04-20,04,2017,Thursday,20,1,201,2,2,5
2017-04-21,04,2017,Friday,21,0,185,0,1,0
2017-04-22,04,2017,Saturday,22,2,271,2,1,1
2017-04-23,04,2017,Sunday,23,3,406,1,0,0
