date,month,year,dayofWeekName,day,goal9Completions,sessions,goal3Completions,goal5Completions,goal12Completions
2016-03-04,03,2016,Friday,04,0,345,2,0,0
2016-03-05,03,2016,Saturday,05,1,141,0,0,4
2016-03-06,03,2016,Sunday,06,0,208,1,0,1
2016-03-07,03,2016,Monday,07,2,175,0,1,2
2016-03-08,03,2016,Tuesday,08,0,315,2,0,0
2016-03-09,03,2016,Wednesday,09,1,252,2,2,3
2016-03-10,03,2016,Thursday,10,1,182,0,1,4
2016-03-11,03,2016,Friday,11,1,308,7,0,0
2016-03-12,03,2016,Saturday,12,0,347,0,0,0
2016-03-13,03,2016,Sunday,13,0,292,0,0,0
2016-03-14,03,2016,Monday,14,2,184,1,0,0
2016-03-15,03,2016,Tuesday,15,0,119,2,1,1
2016-03-16,03,2016,Wednesday,16,0,238,0,0,1
2016-03-17,03,2016,Thursday,17,1,290,0,1,1
2016-03-18,03,2016,Friday,18,9,327,3,3,3
2016-03-19,03,2016,Saturday,19,1,328,1,3,4
2016-03-20,03,2016,Sunday,20,2,333,3,0,0
2016-03-21,03,2016,Monday,21,0,160,4,0,0
2016-03-22,03,2016,Tuesday,22,0,232,1,0,0
2016-03-23,03,2016,Wednesday,23,1,192,0,0,1
2016-03-24,03,2016,Thursday,24,0,131,0,0,0
2016-03-25,03,2016,Friday,25,0,211,0,0,0
2016-03-26,03,2016,Saturday,26,1,256,1,3,1
2016-03-27,03,2016,Sunday,27,1,334,2,0,0
2016-03-28,03,2016,Monday,28,0,217,0,0,2
2016-03-29,03,2016,Tuesday,29,0,301,0,0,0
2016-03-30,03,2016,Wednesday,30,1,497,6,5,4
2016-03-31,03,2016,Thursday,31,0,196,0,0,1
2016-04-01,04,2016,Friday,01,0,195,1,0,0
2016-04-02,04,2016,Saturday,02,2,244,0,0,1
2016-04-03,04,2016,Sunday,03,0,79,0,0,0
2016-04-04,04,2016,Monday,04,1,143,0,0,1
2016-04-05,04,2016,Tuesday,05,0,339,0,0,0
2016-04-06,04,2016,Wednesday,06,4,201,1,2,3
2016-04-07,04,2016,Thursday,07,0,62,0,0,0
2016-04-08,04,2016,Friday,08,0,188,3,2,1
2016-04-09,04,2016,Saturday,09,2,331,5,13,9
2016-04-10,04,2016,Sunday,10,1,195,0,0,0
2016-04-11,04,2016,Monday,11,1,315,4,2,3
2016-04-12,04,2016,Tuesday,12,0,200,0,2,1
2016-04-13,04,2016,Wednesday,13,1,284,2,3,7
2016-04-14,04,2016,Thursday,14,3,357,5,2,4
2016-04-15,04,2016,Friday,15,0,311,0,0,0
2016-04-16,04,2016,Saturday,16,0,242,1,0,0
2016-04-17,04,2016,Sunday,17,2,261,1,3,2
2016-04-18,04,2016,Monday,18,0,256,0,0,3
2016-04-19,04,2016,Tuesday,19,4,416,6,0,0
2016-04-20,04,2016,Wednesday,20,0,239,1,0,2
2016-04-21,04,2016,Thursday,21,0,222,0,0,0
2016-04-22,04,2016,Friday,22,2,187,2,2,3
2016-04-23,04,2016,Saturday,23,1,350,2,2,0
2016-04-24,04,2016,Sunday,24,2,347,0,0,2
2016-04-25,04,2016,Monday,25,4,540,1,3,2
2016-04-26,04,2016,Tuesday,26,3,386,3,7,5
2016-04-27,04,2016,Wednesday,27,0,252,2,1,3
2016-04-28,04,2016,Thursday,28,1,303,0,3,2
2016-04-29,04,2016,Friday,29,0,153,0,0,2
2016-04-30,04,2016,Saturday,30,5,330,1,3,3
2016-05-01,05,2016,Sunday,01,1,148,3,0,0
2016-05-02,05,2016,Monday,02,4,205,0,0,0
2016-05-03,05,2016,Tuesday,03,0,141,0,1,2
2016-05-04,05,2016,Wednesday,04,2,280,0,6,5
2016-05-05,05,2016,Thursday,05,0,138,1,0,0
2016-05-06,05,2016,Friday,06,0,253,0,0,0
2016-05-07,05,2016,Saturday,07,0,209,0,0,1
2016-05-08,05,2016,Sunday,08,0,244,0,0,0
2016-05-09,05,2016,Monday,09,0,373,1,1,2
2016-05-10,05,2016,Tuesday,10,0,230,0,0,0
2016-05-11,05,2016,Wednesday,11,1,100,1,2,2
2016-05-12,05,2016,Thursday,12,2,338,1,3,1
2016-05-13,05,2016,Friday,13,3,310,1,3,0
2016-05-14,05,2016,Saturday,14,4,318,3,7,6
2016-05-15,05,2016,Sunday,15,0,297,2,0,0
2016-05-16,05,2016,Monday,16,4,187,3,0,1
2016-05-17,05,2016,Tuesday,17,2,210,0,0,0
2016-05-18,05,2016,Wednesday,18,1,132,0,1,0
2016-05-19,05,2016,Thursday,19,3,257,2,3,2
2016-05-20,05,2016,Friday,20,3,181,0,1,1
2016-05-21,05,2016,Saturday,21,0,42,0,0,1
2016-05-22,05,2016,Sunday,22,0,169,0,0,0
2016-05-23,05,2016,Monday,23,0,360,2,2,5
2016-05-24,05,2016,Tuesday,24,1,301,0,1,0
2016-05-25,05,2016,Wednesday,25,1,191,3,3,1
2016-05-26,05,2016,Thursday,26,0,299,0,0,3
2016-05-27,05,2016,Friday,27,1,301,4,0,0
2016-05-28,05,2016,Saturday,28,1,280,2,3,3
2016-05-29,05,2016,Sunday,29,3,356,5,5,2
2016-05-30,05,2016,Monday,30,2,326,0,5,2
2016-05-31,05,2016,Tuesday,31,0,201,1,2,2
2016-06-01,06,2016,Wednesday,01,1,208,1,0,0
2016-06-02,06,2016,Thursday,02,1,99,1,1,0
2016-06-03,06,2016,Friday,03,2,331,2,1,2
2016-06-04,06,2016,Saturday,04,1,224,2,2,3
2016-06-05,06,2016,Sunday,05,1,387,2,0,5
2016-06-06,06,2016,Monday,06,5,330,2,3,9
2016-06-07,06,2016,Tuesday,07,2,187,1,2,3
2016-06-08,06,2016,Wednesday,08,1,425,0,1,2
2016-06-09,06,2016,Thursday,09,1,280,0,0,2
2016-06-10,06,2016,Friday,10,0,415,4,2,1
2016-06-11,06,2016,Saturday,11,2,351,4,9,3
2016-06-12,06,2016,Sunday,12,0,358,0,0,2
2016-06-13,06,2016,Monday,13,0,302,0,0,0
2016-06-14,06,2016,Tuesday,14,3,336,1,4,3
2016-06-15,06,2016,Wednesday,15,1,240,0,0,1
2016-06-16,06,2016,Thursday,16,2,187,3,3,2
2016-06-17,06,2016,Friday,17,1,111,0,0,0
2016-06-18,06,2016,Saturday,18,0,116,0,0,0
2016-06-19,06,2016,Sunday,19,4,368,4,7,3
2016-06-20,06,2016,Monday,20,1,303,1,2,3
2016-06-21,06,2016,Tuesday,21,2,167,0,0,0
2016-06-22,06,2016,Wednesday,22,0,232,3,2,3
2016-06-23,06,2016,Thursday,23,1,139,1,0,0
2016-06-24,06,2016,Friday,24,10,502,3,3,5
2016-06-25,06,2016,Saturday,25,3,487,14,6,6
2016-06-26,06,2016,Sunday,26,0,329,3,1,4
2016-06-27,06,2016,Monday,27,1,257,0,0,2
2016-06-28,06,2016,Tuesday,28,2,167,0,0,1
2016-06-29,06,2016,Wednesday,29,3,329,1,4,5
2016-06-30,06,2016,Thursday,30,0,261,3,2,1
2016-07-01,07,2016,Friday,01,3,157,0,0,0
2016-07-02,07,2016,Saturday,02,1,198,0,0,0
2016-07-03,07,2016,Sunday,03,5,267,4,0,0
2016-07-04,07,2016,Monday,04,1,310,3,0,0
2016-07-05,07,2016,Tuesday,05,0,1,0,0,0
2016-07-06,07,2016,Wednesday,06,1,170,0,1,2
2016-07-07,07,2016,Thursday,07,0,114,0,0,1
2016-07-08,07,2016,Friday,08,0,195,1,1,1
2016-07-09,07,2016,Saturday,09,0,138,3,1,0
2016-07-10,07,2016,Sunday,10,4,426,0,0,0
2016-07-11,07,2016,Monday,11,1,257,0,0,0
2016-07-12,07,2016,Tuesday,12,1,333,2,2,1
2016-07-13,07,2016,Wednesday,13,1,336,2,0,1
2016-07-14,07,2016,Thursday,14,1,223,0,0,2
2016-07-15,07,2016,Friday,15,0,124,1,2,1
2016-07-16,07,2016,Saturday,16,0,285,0,0,0
2016-07-17,07,2016,Sunday,17,4,198,0,0,2
2016-07-18,07,2016,Monday,18,2,187,3,0,2
2016-07-19,07,2016,Tuesday,19,0,277,3,0,0
2016-07-20,07,2016,Wednesday,20,0,317,0,0,0
2016-07-21,07,2016,Thursday,21,5,327,0,4,2
2016-07-22,07,2016,Friday,22,0,136,4,5,0
2016-07-23,07,2016,Saturday,23,1,519,1,3,2
2016-07-24,07,2016,Sunday,24,0,325,0,1,0
2016-07-25,07,2016,Monday,25,1,396,0,0,3
2016-07-26,07,2016,Tuesday,26,0,404,0,0,2
2016-07-27,07,2016,Wednesday,27,3,304,2,0,0
2016-07-28,07,2016,Thursday,28,2,178,0,0,0
2016-07-29,07,2016,Friday,29,2,385,3,6,2
2016-07-30,07,2016,Saturday,30,2,364,3,7,3
2016-07-31,07,2016,Sunday,31,0,216,0,0,0
2016-08-01,08,2016,Monday,01,0,135,0,0,1
2016-08-02,08,2016,Tuesday,02,0,358,1,2,1
2016-08-03,08,2016,Wednesday,03,0,169,0,0,1
2016-08-04,08,2016,Thursday,04,1,292,1,2,2
2016-08-05,08,2016,Friday,05,2,253,0,0,3
2016-08-06,08,2016,Saturday,06,2,364,3,4,0
2016-08-07,08,2016,Sunday,07,0,134,0,0,0
2016-08-08,08,2016,Monday,08,1,122,0,0,3
2016-08-09,08,2016,Tuesday,09,1,97,0,0,4
2016-08-10,08,2016,Wednesday,10,1,268,0,0,3
2016-08-11,08,2016,Thursday,11,0,268,1,2,3
2016-08-12,08,2016,Friday,12,1,108,0,0,0
2016-08-13,08,2016,Saturday,13,0,100,0,0,2
2016-08-14,08,2016,Sunday,14,1,299,4,3,3
2016-08-15,08,2016,Monday,15,0,354,0,0,3
2016-08-16,08,2016,Tuesday,16,4,412,2,3,2
2016-08-17,08,2016,Wednesday,17,1,122,0,1,0
2016-08-18,08,2016,Thursday,18,2,245,0,0,1
2016-08-19,08,2016,Friday,19,0,250,0,0,1
2016-08-20,08,2016,Saturday,20,1,255,0,0,0
2016-08-21,08,2016,Sunday,21,0,302,1,3,0
2016-08-22,08,2016,Monday,22,1,320,4,0,2
2016-08-23,08,2016,Tuesday,23,0,216,0,0,0
2016-08-24,08,2016,Wednesday,24,2,217,1,0,2
2016-08-25,08,2016,Thursday,25,0,235,1,0,0
2016-08-26,08,2016,Friday,26,2,185,0,0,3
2016-08-27,08,2016,Saturday,27,3,336,0,0,4
2016-08-28,08,2016,Sunday,28,1,292,0,0,0
2016-08-29,08,2016,Monday,29,3,270,3,3,2
2016-08-30,08,2016,Tuesday,30,1,325,0,0,1
2016-08-31,08,2016,Wednesday,31,0,124,1,2,1
2016-09-01,09,2016,Thursday,01,0,461,3,2,5
2016-09-02,09,2016,Friday,02,4,197,0,0,1
2016-09-03,09,2016,Saturday,03,1,142,1,0,0
2016-09-04,09,2016,Sunday,04,0,329,4,6,6
2016-09-05,09,2016,Monday,05,2,322,0,0,1
2016-09-06,09,2016,Tuesday,06,2,287,2,0,0
2016-09-07,09,2016,Wednesday,07,1,284,0,0,4
2016-09-08,09,2016,Thursday,08,3,674,6,1,2
2016-09-09,09,2016,Friday,09,2,208,0,0,0
2016-09-10,09,2016,Saturday,10,0,155,0,0,1
2016-09-11,09,2016,Sunday,11,0,282,2,0,0
2016-09-12,09,2016,Monday,12,2,277,0,0,0
2016-09-13,09,2016,Tuesday,13,0,247,4,0,0
2016-09-14,09,2016,Wednesday,14,0,186,2,0,2
2016-09-15,09,2016,Thursday,15,2,214,0,0,0
2016-09-16,09,2016,Friday,16,1,350,0,0,0
2016-09-17,09,2016,Saturday,17,3,271,1,2,3
2016-09-18,09,2016,Sunday,18,1,69,0,0,2
2016-09-19,09,2016,Monday,19,1,213,4,0,0
2016-09-20,09,2016,Tuesday,20,2,158,0,0,1
2016-09-21,09,2016,Wednesday,21,2,243,1,0,4
2016-09-22,09,2016,Thursday,22,0,260,2,1,2
2016-09-23,09,2016,Friday,23,1,265,0,4,2
2016-09-24,09,2016,Saturday,24,0,431,1,4,3
2016-09-25,09,2016,Sunday,25,0,130,0,0,0
2016-09-26,09,2016,Monday,26,0,165,0,0,0
2016-09-27,09,2016,Tuesday,27,3,206,0,0,2
2016-09-28,09,2016,Wednesday,28,1,287,0,0,4
2016-09-29,09,2016,Thursday,29,3,292,1,1,0
2016-09-30,09,2016,Friday,30,0,215,1,1,2
2016-10-01,10,2016,Saturday,01,2,178,0,0,0
2016-10-02,10,2016,Sunday,02,1,115,0,2,0
2016-10-03,10,2016,Monday,03,4,381,0,2,2
2016-10-04,10,2016,Tuesday,04,5,330,1,7,5
2016-10-05,10,2016,Wednesday,05,1,330,1,2,3
2016-10-06,10,2016,Thursday,06,2,336,0,0,0
2016-10-07,10,2016,Friday,07,0,100,0,0,0
2016-10-08,10,2016,Saturday,08,3,235,2,2,6
2016-10-09,10,2016,Sunday,09,0,311,1,2,2
2016-10-10,10,2016,Monday,10,0,152,0,0,0
2016-10-11,10,2016,Tuesday,11,2,384,4,2,4
2016-10-12,10,2016,Wednesday,12,0,315,0,0,0
2016-10-13,10,2016,Thursday,13,3,275,0,0,1
2016-10-14,10,2016,Friday,14,2,476,3,2,2
2016-10-15,10,2016,Saturday,15,0,319,5,0,0
2016-10-16,10,2016,Sunday,16,0,117,0,0,1
2016-10-17,10,2016,Monday,17,0,147,0,0,0
2016-10-18,10,2016,Tuesday,18,0,248,5,0,0
2016-10-19,10,2016,Wednesday,19,4,354,6,7,2
2016-10-20,10,2016,Thursday,20,2,326,0,0,1
2016-10-21,10,2016,Friday,21,0,272,0,2,2
2016-10-22,10,2016,Saturday,22,1,146,1,0,0
2016-10-23,10,2016,Sunday,23,0,358,1,0,1
2016-10-24,10,2016,Monday,24,0,283,1,0,0
2016-10-25,10,2016,Tuesday,25,0,299,0,0,3
2016-10-26,10,2016,Wednesday,26,0,162,8,3,4
2016-10-27,10,2016,Thursday,27,1,386,3,0,1
2016-10-28,10,2016,Friday,28,0,218,0,0,0
2016-10-29,10,2016,Saturday,29,0,397,0,0,2
2016-10-30,10,2016,Sunday,30,1,322,5,3,1
2016-10-31,10,2016,Monday,31,1,251,2,2,5
2016-11-01,11,2016,Tuesday,01,0,158,1,0,1
2016-11-02,11,2016,Wednesday,02,0,311,2,1,1
2016-11-03,11,2016,Thursday,03,1,251,4,0,0
2016-11-04,11,2016,Friday,04,1,287,0,0,3
2016-11-05,11,2016,Saturday,05,3,342,6,3,4
2016-11-06,11,2016,Sunday,06,1,250,2,1,2
2016-11-07,11,2016,Monday,07,1,313,2,0,0
2016-11-08,11,2016,Tuesday,08,0,387,4,5,3
2016-11-09,11,2016,Wednesday,09,0,177,0,0,2
2016-11-10,11,2016,Thursday,10,0,164,0,0,1
2016-11-11,11,2016,Friday,11,0,132,0,0,2
2016-11-12,11,2016,Saturday,12,1,369,4,0,0
2016-11-13,11,2016,Sunday,13,2,322,0,3,9
2016-11-14,11,2016,Monday,14,2,223,0,0,0
2016-11-15,11,2016,Tuesday,15,0,240,0,1,1
2016-11-16,11,2016,Wednesday,16,4,375,0,0,1
2016-11-17,11,2016,Thursday,17,3,389,0,0,5
2016-11-18,11,2016,Friday,18,0,187,3,2,1
2016-11-19,11,2016,Saturday,19,1,324,0,4,3
2016-11-20,11,2016,Sunday,20,1,366,4,0,0
2016-11-21,11,2016,Monday,21,0,243,4,2,3
2016-11-22,11,2016,Tuesday,22,3,336,5,5,5
2016-11-23,11,2016,Wednesday,23,0,90,0,0,0
2016-11-24,11,2016,Thursday,24,1,139,0,2,3
2016-11-25,11,2016,Friday,25,0,235,0,1,2
2016-11-26,11,2016,Saturday,26,0,340,0,0,0
2016-11-27,11,2016,Sunday,27,1,177,0,3,1
2016-11-28,11,2016,Monday,28,0,146,0,1,4
2016-11-29,11,2016,Tuesday,29,2,327,0,0,3
2016-11-30,11,2016,Wednesday,30,0,240,0,0,2
2016-12-01,12,2016,Thursday,01,2,158,1,0,1
2016-12-02,12,2016,Friday,02,0,137,0,0,0
2016-12-03,12,2016,Saturday,03,1,165,4,2,3
2016-12-04,12,2016,Sunday,04,1,377,3,1,3
2016-12-05,12,2016,Monday,05,0,257,0,1,1
2016-12-06,12,2016,Tuesday,06,1,141,0,0,0
2016-12-07,12,2016,Wednesday,07,1,320,2,1,1
2016-12-08,12,2016,Thursday,08,0,189,2,1,1
2016-12-09,12,2016,Friday,09,2,160,0,0,0
2016-12-10,12,2016,Saturday,10,1,256,0,0,2
2016-12-11,12,2016,Sunday,11,2,287,0,0,0
2016-12-12,12,2016,Monday,12,0,117,0,1,0
2016-12-13,12,2016,Tuesday,13,1,271,0,0,3
2016-12-14,12,2016,Wednesday,14,1,116,0,2,0
2016-12-15,12,2016,Thursday,15,0,204,7,0,0
2016-12-16,12,2016,Friday,16,0,130,0,0,2
2016-12-17,12,2016,Saturday,17,4,197,0,3,0
2016-12-18,12,2016,Sunday,18,1,130,0,0,1
2016-12-19,12,2016,Monday,19,1,296,2,3,2
2016-12-20,12,2016,Tuesday,20,1,235,0,0,0
2016-12-21,12,2016,Wednesday,21,1,198,0,0,0
2016-12-22,12,2016,Thursday,22,1,183,0,1,3
2016-12-23,12,2016,Friday,23,1,336,0,0,1
2016-12-24,12,2016,Saturday,24,4,187,3,2,1
2016-12-25,12,2016,Sunday,25,0,128,0,0,1
2016-12-26,12,2016,Monday,26,0,164,2,0,0
2016-12-27,12,2016,Tuesday,27,1,180,0,0,0
2016-12-28,12,2016,Wednesday,28,2,287,0,2,4
2016-12-29,12,2016,Thursday,29,0,192,0,0,4
2016-12-30,12,2016,Friday,30,1,361,1,0,0
2016-12-31,12,2016,Saturday,31,2,305,2,0,2
2017-01-01,01,2017,Sunday,01,2,293,2,2,1
2017-01-02,01,2017,Monday,02,0,315,2,0,0
2017-01-03,01,2017,Tuesday,03,1,146,1,0,0
2017-01-04,01,2017,Wednesday,04,1,275,0,0,3
2017-01-05,01,2017,Thursday,05,0,198,0,0,2
2017-01-06,01,2017,Friday,06,3,227,7,4,3
2017-01-07,01,2017,Saturday,07,0,298,4,1,2
2017-01-08,01,2017,Sunday,08,1,231,0,0,5
2017-01-09,01,2017,Monday,09,1,221,3,1,1
2017-01-10,01,2017,Tuesday,10,0,302,0,0,0
2017-01-11,01,2017,Wednesday,11,0,338,1,5,3
2017-01-12,01,2017,Thursday,12,0,169,0,0,2
2017-01-13,01,2017,Friday,13,0,188,1,1,0
2017-01-14,01,2017,Saturday,14,1,277,0,0,3
2017-01-15,01,2017,Sunday,15,2,326,1,2,1
2017-01-16,01,2017,Monday,16,1,236,3,0,0
2017-01-17,01,2017,Tuesday,17,0,110,0,0,0
2017-01-18,01,2017,Wednesday,18,2,357,4,0,3
2017-01-19,01,2017,Thursday,19,1,183,0,0,0
2017-01-20,01,2017,Friday,20,1,205,0,0,1
2017-01-21,01,2017,Saturday,21,1,321,4,0,0
2017-01-22,01,2017,Sunday,22,0,301,1,0,0
2017-01-23,01,2017,Monday,23,0,284,0,0,0
2017-01-24,01,2017,Tuesday,24,0,303,1,0,3
2017-01-25,01,2017,Wednesday,25,0,247,0,0,2
2017-01-26,01,2017,Thursday,26,0,208,1,0,0
2017-01-27,01,2017,Friday,27,6,231,4,2,3
2017-01-28,01,2017,Saturday,28,3,487,1,0,1
2017-01-29,01,2017,Sunday,29,1,313,2,5,3
2017-01-30,01,2017,Monday,30,4,197,0,0,0
2017-01-31,01,2017,Tuesday,31,2,94,0,0,0
2017-02-01,02,2017,Wednesday,01,1,100,2,1,2
2017-02-02,02,2017,Thursday,02,1,432,3,3,3
2017-02-03,02,2017,Friday,03,1,149,2,2,1
2017-02-04,02,2017,Saturday,04,3,295,5,0,1
2017-02-05,02,2017,Sunday,05,0,329,1,0,2
2017-02-06,02,2017,Monday,06,1,198,0,0,0
2017-02-07,02,2017,Tuesday,07,0,175,0,0,0
2017-02-08,02,2017,Wednesday,08,1,128,0,0,1
2017-02-09,02,2017,Thursday,09,1,379,0,0,3
2017-02-10,02,2017,Friday,10,0,388,0,0,0
2017-02-11,02,2017,Saturday,11,0,272,0,0,1
2017-02-12,02,2017,Sunday,12,5,406,0,0,5
2017-02-13,02,2017,Monday,13,2,150,0,0,0
2017-02-14,02,2017,Tuesday,14,1,203,0,0,1
2017-02-15,02,2017,Wednesday,15,1,292,2,1,3
2017-02-16,02,2017,Thursday,16,1,299,0,0,2
2017-02-17,02,2017,Friday,17,2,309,4,0,0
2017-02-18,02,2017,Saturday,18,7,447,3,2,3
2017-02-19,02,2017,Sunday,19,1,112,0,0,0
2017-02-20,02,2017,Monday,20,1,235,3,0,0
2017-02-21,02,2017,Tuesday,21,2,261,6,1,2
2017-02-22,02,2017,Wednesday,22,1,160,6,0,0
2017-02-23,02,2017,Thursday,23,1,387,4,2,1
2017-02-24,02,2017,Friday,24,1,235,0,0,0
2017-02-25,02,2017,Saturday,25,0,239,0,0,1
2017-02-26,02,2017,Sunday,26,3,333,0,0,0
2017-02-27,02,2017,Monday,27,1,366,2,4,4
2017-02-28,02,2017,Tuesday,28,0,331,2,0,2
2017-03-01,03,2017,Wednesday,01,1,203,0,0,2
2017-03-02,03,2017,Thursday,02,3,298,5,2,2
2017-03-03,03,2017,Friday,03,0,359,0,0,1
2017-03-04,03,2017,Saturday,04,1,224,2,1,6
2017-03-05,03,2017,Sunday,05,2,175,1,0,1
2017-03-06,03,2017,Monday,06,1,322,1,0,0
2017-03-07,03,2017,Tuesday,07,1,148,2,2,0
2017-03-08,03,2017,Wednesday,08,4,201,2,2,5
2017-03-09,03,2017,Thursday,09,0,124,0,0,0
2017-03-10,03,2017,Friday,10,1,247,0,0,0
2017-03-11,03,2017,Saturday,11,0,332,1,6,3
2017-03-12,03,2017,Sunday,12,1,84,1,0,1
2017-03-13,03,2017,Monday,13,2,155,0,0,2
2017-03-14,03,2017,Tuesday,14,1,100,0,0,4
2017-03-15,03,2017,Wednesday,15,2,223,0,0,2
2017-03-16,03,2017,Thursday,16,2,296,0,0,3
2017-03-17,03,2017,Friday,17,1,305,2,0,2
2017-03-18,03,2017,Saturday,18,0,269,0,0,0
2017-03-19,03,2017,Sunday,19,2,287,0,0,3
2017-03-20,03,2017,Monday,20,0,230,1,0,0
2017-03-21,03,2017,Tuesday,21,1,141,0,0,4
2017-03-22,03,2017,Wednesday,22,1,184,0,0,0
2017-03-23,03,2017,Thursday,23,1,297,6,0,0
2017-03-24,03,2017,Friday,24,0,209,0,0,0
2017-03-25,03,2017,Saturday,25,1,224,5,0,0
2017-03-26,03,2017,Sunday,26,0,304,2,0,0
2017-03-27,03,2017,Monday,27,1,248,1,2,2
2017-03-28,03,2017,Tuesday,28,0,354,0,0,0
2017-03-29,03,2017,Wednesday,29,0,177,0,0,0
2017-03-30,03,2017,Thursday,30,3,116,0,0,0
2017-03-31,03,2017,Friday,31,0,158,2,0,0
2017-04-01,04,2017,Saturday,01,1,83,0,0,0
2017-04-02,04,2017,Sunday,02,0,319,4,1,2
2017-04-03,04,2017,Monday,03,1,388,2,5,4
2017-04-04,04,2017,Tuesday,04,0,190,2,0,0
2017-04-05,04,2017,Wednesday,05,0,185,1,0,0
2017-04-06,04,2017,Thursday,06,1,355,4,1,3
2017-04-07,04,2017,Friday,07,1,235,0,0,0
2017-04-08,04,2017,Saturday,08,2,158,0,0,4
2017-04-09,04,2017,Sunday,09,0,209,1,0,0
2017-04-10,04,2017,Monday,10,1,374,0,1,1
2017-04-11,04,2017,Tuesday,11,3,344,4,2,3
2017-04-12,04,2017,Wednesday,12,2,117,0,0,0
2017-04-13,04,2017,Thursday,13,0,391,1,1,1
2017-04-14,04,2017,Friday,14,2,243,1,2,2
2017-04-15,04,2017,Saturday,15,1,246,0,0,3
2017-04-16,04,2017,Sunday,16,1,325,0,0,0
2017-04-17,04,2017,Monday,17,0,185,5,3,2
2017-04-18,04,2017,Tuesday,18,0,163,8,2,3
2017-04-19,04,2017,Wednesday,19,3,396,0,0,1
2017-04-20,04,2017,Thursday,20,0,318,0,0,0
2017-04-21,04,2017,Friday,21,0,125,1,2,1
2017-04-22,04,2017,Saturday,22,1,84,0,0,1
2017-04-23,04,2017,Sunday,23,3,321,3,4,6
