date,month,year,dayofWeekName,day,goal9Completions,sessions,goal3Completions,goal5Completions,goal12Completions
2017-05-12,05,2017,Friday,12,4,242,3,2,2
2017-05-13,05,2017,Saturday,13,7,222,1,1,1
2017-05-14,05,2017,Sunday,14,0,223,2,0,6
2017-05-15,05,2017,Monday,15,0,261,0,1,0
2017-05-16,05,2017,Tuesday,16,3,264,1,1,1
2017-05-17,05,2017,Wednesday,17,2,283,0,0,1
2017-05-18,05,2017,Thursday,18,5,370,2,2,1
2017-05-19,05,2017,Friday,19,5,870,1,3,2
2017-05-20,05,2017,Saturday,20,3,386,4,2,3
2017-05-21,05,2017,Sunday,21,0,185,1,1,1
2017-05-22,05,2017,Monday,22,0,141,3,1,1
2017-05-23,05,2017,Tuesday,23,2,314,1,2,2
2017-05-24,05,2017,Wednesday,24,2,297,6,1,3
2017-05-25,05,2017,Thursday,25,1,252,0,1,2
2017-05-26,05,2017,Friday,26,0,384,0,0,3
2017-05-27,05,2017,Saturday,27,1,309,1,0,3
2017-05-28,05,2017,Sunday,28,0,317,0,2,0
2017-05-29,05,2017,Monday,29,0,144,1,1,1
2017-05-30,05,2017,Tuesday,30,1,313,2,3,2
2017-05-31,05,2017,Wednesday,31,0,357,0,0,1
2017-06-01,06,2017,Thursday,01,1,111,0,4,1
2017-06-02,06,2017,Friday,02,2,314,0,0,2
2017-06-03,06,2017,Saturday,03,1,378,8,1,1
2017-06-04,06,2017,Sunday,04,10,502,3,1,3
2017-06-05,06,2017,Monday,05,2,329,1,2,1
2017-06-06,06,2017,Tuesday,06,0,267,1,1,2
2017-06-07,06,2017,Wednesday,07,0,253,1,4,1
2017-06-08,06,2017,Thursday,08,0,271,0,0,3
2017-06-09,06,2017,Friday,09,0,86,0,0,0
2017-06-10,06,2017,Saturday,10,0,311,0,3,0
2017-06-11,06,2017,Sunday,11,2,375,0,0,1
2017-06-12,06,2017,Monday,12,1,629,5,1,3
2017-06-13,06,2017,Tuesday,13,1,165,0,0,0
2017-06-14,06,2017,Wednesday,14,2,425,5,5,4
2017-06-15,06,2017,Thursday,15,1,148,2,2,2
2017-06-16,06,2017,Friday,16,0,207,0,0,2
2017-06-17,06,2017,Saturday,17,3,157,0,2,0
2017-06-18,06,2017,Sunday,18,1,148,2,0,1
2017-06-19,06,2017,Monday,19,0,153,2,1,1
2017-06-20,06,2017,Tuesday,20,1,90,1,1,1
2017-06-21,06,2017,Wednesday,21,1,111,0,4,0
2017-06-22,06,2017,Thursday,22,0,204,0,1,1
2017-06-23,06,2017,Friday,23,4,394,2,3,3
2017-06-24,06,2017,Saturday,24,0,208,0,0,1
2017-06-25,06,2017,Sunday,25,1,257,0,3,1
2017-06-26,06,2017,Monday,26,2,293,2,2,3
2017-06-27,06,2017,Tuesday,27,1,155,2,0,1
2017-06-28,06,2017,Wednesday,28,0,312,4,3,7
2017-06-29,06,2017,Thursday,29,1,172,0,4,0
2017-06-30,06,2017,Friday,30,0,135,0,0,4
2017-07-01,07,2017,Saturday,01,0,329,0,3,0
2017-07-02,07,2017,Sunday,02,1,148,2,2,1
2017-07-03,07,2017,Monday,03,2,394,4,3,2
2017-07-04,07,2017,Tuesday,04,2,271,0,0,0
2017-07-05,07,2017,Wednesday,05,2,371,3,4,3
2017-07-06,07,2017,Thursday,06,0,123,1,1,1
2017-07-07,07,2017,Friday,07,0,144,0,0,2
2017-07-08,07,2017,Saturday,08,5,554,4,3,3
2017-07-09,07,2017,Sunday,09,0,271,0,2,1
2017-07-10,07,2017,Monday,10,1,308,0,0,0
2017-07-11,07,2017,Tuesday,11,1,249,0,0,1
2017-07-12,07,2017,Wednesday,12,1,266,0,2,3
2017-07-13,07,2017,Thursday,13,2,272,0,1,0
2017-07-14,07,2017,Friday,14,0,141,0,1,3
2017-07-15,07,2017,Saturday,15,10,327,1,0,1
2017-07-16,07,2017,Sunday,16,2,327,0,1,1
2017-07-17,07,2017,Monday,17,0,153,1,1,1
2017-07-18,07,2017,Tuesday,18,2,326,1,0,2
2017-07-19,07,2017,Wednesday,19,1,132,0,2,0
2017-07-20,07,2017,Thursday,20,2,150,1,2,2
2017-07-21,07,2017,Friday,21,1,258,0,0,3
2017-07-22,07,2017,Saturday,22,1,345,1,0,2
2017-07-23,07,2017,Sunday,23,3,396,2,3,0
2017-07-24,07,2017,Monday,24,0,367,2,2,1
2017-07-25,07,2017,Tuesday,25,1,183,0,1,2
2017-07-26,07,2017,Wednesday,26,0,187,0,1,1
2017-07-27,07,2017,Thursday,27,4,295,4,0,0
2017-07-28,07,2017,Friday,28,5,406,6,0,3
2017-07-29,07,2017,Saturday,29,1,231,2,0,6
2017-07-30,07,2017,Sunday,30,1,315,0,5,2
2017-07-31,07,2017,Monday,31,1,148,2,0,0
2017-08-01,08,2017,Tuesday,01,0,269,0,0,4
2017-08-02,08,2017,Wednesday,02,1,90,1,2,1
2017-08-03,08,2017,Thursday,03,0,271,0,2,3
2017-08-04,08,2017,Friday,04,2,286,0,0,2
2017-08-05,08,2017,Saturday,05,1,293,2,1,1
2017-08-06,08,2017,Sunday,06,1,126,0,0,3
2017-08-07,08,2017,Monday,07,2,277,4,2,2
2017-08-08,08,2017,Tuesday,08,7,327,1,1,0
2017-08-09,08,2017,Wednesday,09,1,129,0,2,0
2017-08-10,08,2017,Thursday,10,1,344,1,0,1
2017-08-11,08,2017,Friday,11,0,268,1,4,2
2017-08-12,08,2017,Saturday,12,4,375,3,2,3
2017-08-13,08,2017,Sunday,13,1,177,1,6,1
2017-08-14,08,2017,Monday,14,1,201,0,0,0
2017-08-15,08,2017,Tuesday,15,0,299,0,0,3
2017-08-16,08,2017,Wednesday,16,0,296,2,1,1
2017-08-17,08,2017,Thursday,17,2,315,1,4,1
2017-08-18,08,2017,Friday,18,2,316,0,1,2
2017-08-19,08,2017,Saturday,19,1,297,2,3,1
2017-08-20,08,2017,Sunday,20,1,290,0,0,4
2017-08-21,08,2017,Monday,21,7,289,2,1,2
2017-08-22,08,2017,Tuesday,22,2,363,1,0,2
2017-08-23,08,2017,Wednesday,23,2,326,2,0,2
2017-08-24,08,2017,Thursday,24,3,496,5,8,9
2017-08-25,08,2017,Friday,25,1,309,1,1,3
2017-08-26,08,2017,Saturday,26,5,554,3,3,3
2017-08-27,08,2017,Sunday,27,3,389,1,1,3
2017-08-28,08,2017,Monday,28,0,119,2,0,0
2017-08-29,08,2017,Tuesday,29,1,247,0,1,3
2017-08-30,08,2017,Wednesday,30,2,397,2,2,1
2017-08-31,08,2017,Thursday,31,1,99,1,2,0
2017-09-01,09,2017,Friday,01,1,377,3,4,2
2017-09-02,09,2017,Saturday,02,0,187,0,1,1
2017-09-03,09,2017,Sunday,03,1,111,0,2,1
2017-09-04,09,2017,Monday,04,7,289,2,2,1
2017-09-05,09,2017,Tuesday,05,1,213,1,1,5
2017-09-06,09,2017,Wednesday,06,2,286,0,0,2
2017-09-07,09,2017,Thursday,07,1,215,0,0,1
2017-09-08,09,2017,Friday,08,1,165,0,2,0
2017-09-09,09,2017,Saturday,09,0,128,0,1,0
2017-09-10,09,2017,Sunday,10,0,166,2,0,2
2017-09-11,09,2017,Monday,11,3,264,1,1,2
2017-09-12,09,2017,Tuesday,12,0,100,1,1,0
2017-09-13,09,2017,Wednesday,13,0,125,2,0,1
2017-09-14,09,2017,Thursday,14,0,329,4,4,3
2017-09-15,09,2017,Friday,15,5,554,1,0,2
2017-09-16,09,2017,Saturday,16,3,389,1,2,1
2017-09-17,09,2017,Sunday,17,0,164,0,0,0
2017-09-18,09,2017,Monday,18,2,150,0,4,0
2017-09-19,09,2017,Tuesday,19,0,100,1,1,0
2017-09-20,09,2017,Wednesday,20,1,251,2,1,5
2017-09-21,09,2017,Thursday,21,1,387,4,2,2
2017-09-22,09,2017,Friday,22,0,256,2,4,3
2017-09-23,09,2017,Saturday,23,1,265,0,1,3
2017-09-24,09,2017,Sunday,24,0,187,0,1,1
2017-09-25,09,2017,Monday,25,1,148,0,0,1
2017-09-26,09,2017,Tuesday,26,0,274,0,2,3
2017-09-27,09,2017,Wednesday,27,1,148,0,0,1
2017-09-28,09,2017,Thursday,28,2,223,1,1,1
2017-09-29,09,2017,Friday,29,1,526,1,2,5
2017-09-30,09,2017,Saturday,30,1,378,3,3,2
2017-10-01,10,2017,Sunday,01,0,144,1,0,1
2017-10-02,10,2017,Monday,02,1,293,1,3,0
2017-10-03,10,2017,Tuesday,03,0,268,1,1,4
2017-10-04,10,2017,Wednesday,04,3,304,1,2,4
2017-10-05,10,2017,Thursday,05,4,394,4,5,3
2017-10-06,10,2017,Friday,06,0,200,1,2,1
2017-10-07,10,2017,Saturday,07,1,174,1,2,1
2017-10-08,10,2017,Sunday,08,2,297,2,0,1
2017-10-09,10,2017,Monday,09,2,394,3,4,2
2017-10-10,10,2017,Tuesday,10,0,283,4,0,2
2017-10-11,10,2017,Wednesday,11,0,261,1,0,0
2017-10-12,10,2017,Thursday,12,1,497,7,3,3
2017-10-13,10,2017,Friday,13,1,221,0,0,4
2017-10-14,10,2017,Saturday,14,1,403,5,3,5
2017-10-15,10,2017,Sunday,15,1,111,0,0,1
2017-10-16,10,2017,Monday,16,2,375,0,2,1
2017-10-17,10,2017,Tuesday,17,0,373,2,2,3
2017-10-18,10,2017,Wednesday,18,1,434,1,5,7
2017-10-19,10,2017,Thursday,19,2,253,1,1,0
2017-10-20,10,2017,Friday,20,3,292,4,1,2
2017-10-21,10,2017,Saturday,21,1,217,0,0,4
2017-10-22,10,2017,Sunday,22,1,344,1,2,2
2017-10-23,10,2017,Monday,23,0,357,4,7,4
2017-10-24,10,2017,Tuesday,24,2,179,0,0,1
2017-10-25,10,2017,Wednesday,25,1,306,1,0,3
2017-10-26,10,2017,Thursday,26,0,260,1,0,2
2017-10-27,10,2017,Friday,27,2,336,3,5,3
2017-10-28,10,2017,Saturday,28,1,155,0,0,2
2017-10-29,10,2017,Sunday,29,3,307,1,1,3
2017-10-30,10,2017,Monday,30,6,502,4,2,1
2017-10-31,10,2017,Tuesday,31,1,293,1,4,0
2017-11-01,11,2017,Wednesday,01,1,129,0,0,1
2017-11-02,11,2017,Thursday,02,0,260,1,0,2
2017-11-03,11,2017,Friday,03,2,149,2,0,1
2017-11-04,11,2017,Saturday,04,4,366,2,2,2
2017-11-05,11,2017,Sunday,05,0,269,0,2,3
2017-11-06,11,2017,Monday,06,1,264,1,0,3
2017-11-07,11,2017,Tuesday,07,5,267,0,2,1
2017-11-08,11,2017,Wednesday,08,3,391,4,4,2
2017-11-09,11,2017,Thursday,09,1,258,0,0,4
2017-11-10,11,2017,Friday,10,1,271,0,0,2
2017-11-11,11,2017,Saturday,11,1,373,4,2,2
2017-11-12,11,2017,Sunday,12,0,269,0,2,2
2017-11-13,11,2017,Monday,13,0,161,2,0,1
2017-11-14,11,2017,Tuesday,14,3,389,3,4,2
2017-11-15,11,2017,Wednesday,15,1,377,0,0,2
2017-11-16,11,2017,Thursday,16,1,177,1,2,2
2017-11-17,11,2017,Friday,17,0,315,4,10,8
2017-11-18,11,2017,Saturday,18,0,271,0,0,2
2017-11-19,11,2017,Sunday,19,1,111,0,1,2
2017-11-20,11,2017,Monday,20,6,502,4,2,2
2017-11-21,11,2017,Tuesday,21,5,327,1,0,0
2017-11-22,11,2017,Wednesday,22,2,286,2,2,1
2017-11-23,11,2017,Thursday,23,2,146,1,0,0
2017-11-24,11,2017,Friday,24,2,336,5,3,3
2017-11-25,11,2017,Saturday,25,1,219,0,0,5
2017-11-26,11,2017,Sunday,26,2,271,0,0,3
2017-11-27,11,2017,Monday,27,2,363,2,2,1
2017-11-28,11,2017,Tuesday,28,2,356,4,5,1
2017-11-29,11,2017,Wednesday,29,4,198,2,1,6
2017-11-30,11,2017,Thursday,30,2,317,1,1,2
2017-12-01,12,2017,Friday,01,0,373,4,1,1
2017-12-02,12,2017,Saturday,02,1,217,0,0,3
2017-12-03,12,2017,Sunday,03,0,281,0,0,1
2017-12-04,12,2017,Monday,04,2,253,0,1,1
2017-12-05,12,2017,Tuesday,05,2,363,0,0,2
2017-12-06,12,2017,Wednesday,06,0,200,0,1,1
2017-12-07,12,2017,Thursday,07,0,119,2,0,0
2017-12-08,12,2017,Friday,08,2,363,2,2,2
2017-12-09,12,2017,Saturday,09,0,243,0,2,2
2017-12-10,12,2017,Sunday,10,1,344,1,0,1
2017-12-11,12,2017,Monday,11,0,185,0,1,1
2017-12-12,12,2017,Tuesday,12,1,224,1,2,5
2017-12-13,12,2017,Wednesday,13,1,307,1,0,2
2017-12-14,12,2017,Thursday,14,1,174,0,2,2
2017-12-15,12,2017,Friday,15,1,155,2,0,1
2017-12-16,12,2017,Saturday,16,0,362,2,2,2
2017-12-17,12,2017,Sunday,17,1,101,1,2,1
2017-12-18,12,2017,Monday,18,1,526,1,3,7
2017-12-19,12,2017,Tuesday,19,1,344,1,0,2
2017-12-20,12,2017,Wednesday,20,2,303,0,5,2
2017-12-21,12,2017,Thursday,21,0,267,1,3,1
2017-12-22,12,2017,Friday,22,0,185,0,1,0
2017-12-23,12,2017,Saturday,23,0,367,2,2,1
2017-12-24,12,2017,Sunday,24,0,281,0,0,1
2017-12-25,12,2017,Monday,25,0,144,1,0,4
2017-12-26,12,2017,Tuesday,26,0,164,1,0,1
2017-12-27,12,2017,Wednesday,27,2,336,0,0,2
2017-12-28,12,2017,Thursday,28,1,339,1,2,2
2017-12-29,12,2017,Friday,29,0,309,0,1,1
2017-12-30,12,2017,Saturday,30,2,286,2,3,4
2017-12-31,12,2017,Sunday,31,2,385,1,2,2
2018-01-01,01,2018,Monday,01,1,371,3,7,4
2018-01-02,01,2018,Tuesday,02,2,322,2,2,0
2018-01-03,01,2018,Wednesday,03,3,339,2,1,4
2018-01-04,01,2018,Thursday,04,1,90,1,4,1
2018-01-05,01,2018,Friday,05,3,339,1,0,4
2018-01-06,01,2018,Saturday,06,0,357,2,1,1
2018-01-07,01,2018,Sunday,07,0,317,0,2,3
2018-01-08,01,2018,Monday,08,0,283,2,1,1
2018-01-09,01,2018,Tuesday,09,1,305,4,1,2
2018-01-10,01,2018,Wednesday,10,2,217,2,1,2
2018-01-11,01,2018,Thursday,11,0,329,1,2,0
2018-01-12,01,2018,Friday,12,2,410,6,3,4
2018-01-13,01,2018,Saturday,13,0,274,0,2,2
2018-01-14,01,2018,Sunday,14,5,335,1,2,0
2018-01-15,01,2018,Monday,15,3,422,3,8,3
2018-01-16,01,2018,Tuesday,16,1,279,4,4,4
2018-01-17,01,2018,Wednesday,17,2,329,1,0,2
2018-01-18,01,2018,Thursday,18,1,148,1,0,3
2018-01-19,01,2018,Friday,19,0,192,0,1,0
2018-01-20,01,2018,Saturday,20,1,213,2,3,2
2018-01-21,01,2018,Sunday,21,0,275,0,0,3
2018-01-22,01,2018,Monday,22,2,363,2,1,1
2018-01-23,01,2018,Tuesday,23,1,153,0,2,0
2018-01-24,01,2018,Wednesday,24,1,290,0,0,3
2018-01-25,01,2018,Thursday,25,0,352,0,1,2
2018-01-26,01,2018,Friday,26,2,287,0,0,3
2018-01-27,01,2018,Saturday,27,3,292,2,1,4
2018-01-28,01,2018,Sunday,28,0,335,4,10,8
2018-01-29,01,2018,Monday,29,1,135,0,0,1
2018-01-30,01,2018,Tuesday,30,2,317,0,1,1
2018-01-31,01,2018,Wednesday,31,1,469,3,0,4
2018-02-01,02,2018,Thursday,01,2,299,0,0,2
2018-02-02,02,2018,Friday,02,2,397,1,3,2
2018-02-03,02,2018,Saturday,03,2,314,2,3,1
2018-02-04,02,2018,Sunday,04,0,267,1,4,1
2018-02-05,02,2018,Monday,05,1,252,0,0,1
2018-02-06,02,2018,Tuesday,06,0,86,0,0,0
2018-02-07,02,2018,Wednesday,07,2,340,1,2,1
2018-02-08,02,2018,Thursday,08,5,335,3,6,5
2018-02-09,02,2018,Friday,09,5,267,2,1,1
2018-02-10,02,2018,Saturday,10,0,270,1,1,0
2018-02-11,02,2018,Sunday,11,0,267,0,0,1
2018-02-12,02,2018,Monday,12,1,312,4,5,4
2018-02-13,02,2018,Tuesday,13,3,496,12,4,6
2018-02-14,02,2018,Wednesday,14,1,262,0,2,4
2018-02-15,02,2018,Thursday,15,1,371,4,4,3
2018-02-16,02,2018,Friday,16,0,164,2,0,5
2018-02-17,02,2018,Saturday,17,0,124,1,1,1
2018-02-18,02,2018,Sunday,18,1,279,1,1,4
2018-02-19,02,2018,Monday,19,2,135,0,2,1
2018-02-20,02,2018,Tuesday,20,3,487,1,0,4
2018-02-21,02,2018,Wednesday,21,3,253,1,1,3
2018-02-22,02,2018,Thursday,22,1,279,0,0,3
2018-02-23,02,2018,Friday,23,0,250,4,4,4
2018-02-24,02,2018,Saturday,24,2,287,2,2,1
2018-02-25,02,2018,Sunday,25,1,305,1,1,3
2018-02-26,02,2018,Monday,26,2,253,1,2,2
2018-02-27,02,2018,Tuesday,27,1,220,1,2,5
2018-02-28,02,2018,Wednesday,28,1,345,1,0,1
2018-03-01,03,2018,Thursday,01,0,123,2,1,1
2018-03-02,03,2018,Friday,02,0,187,1,1,1
2018-03-03,03,2018,Saturday,03,1,378,8,5,3
2018-03-04,03,2018,Sunday,04,2,375,3,3,2
2018-03-05,03,2018,Monday,05,0,286,2,3,4
2018-03-06,03,2018,Tuesday,06,0,164,2,0,4
2018-03-07,03,2018,Wednesday,07,2,385,2,2,1
2018-03-08,03,2018,Thursday,08,1,340,1,0,0
2018-03-09,03,2018,Friday,09,1,111,2,1,1
2018-03-10,03,2018,Saturday,10,2,272,0,0,1
2018-03-11,03,2018,Sunday,11,5,870,4,2,4
2018-03-12,03,2018,Monday,12,0,286,4,0,3
2018-03-13,03,2018,Tuesday,13,0,268,0,2,4
2018-03-14,03,2018,Wednesday,14,1,129,0,1,0
2018-03-15,03,2018,Thursday,15,0,432,4,5,4
2018-03-16,03,2018,Friday,16,0,164,0,0,1
2018-03-17,03,2018,Saturday,17,3,349,4,3,1
2018-03-18,03,2018,Sunday,18,0,270,0,2,4
2018-03-19,03,2018,Monday,19,0,119,2,1,2
2018-03-20,03,2018,Tuesday,20,2,385,0,3,0
2018-03-21,03,2018,Wednesday,21,1,324,1,0,0
2018-03-22,03,2018,Thursday,22,1,293,6,1,7
2018-03-23,03,2018,Friday,23,1,150,3,5,0
2018-03-24,03,2018,Saturday,24,2,245,1,1,1
2018-03-25,03,2018,Sunday,25,1,512,4,5,1
2018-03-26,03,2018,Monday,26,0,366,0,0,0
2018-03-27,03,2018,Tuesday,27,3,389,5,2,3
2018-03-28,03,2018,Wednesday,28,0,216,0,0,3
2018-03-29,03,2018,Thursday,29,1,293,2,1,1
2018-03-30,03,2018,Friday,30,3,389,4,3,2
2018-03-31,03,2018,Saturday,31,0,274,1,1,1
